co_code|company_name|owner_code|owner_gp_name|co_industry_gp_code|co_industry_name|incorporation_year|nse_symbol|bse_scrip_id
11|20 MICRONS LTD.|020102000000|Private (Indian)|0101020300000000|Minerals|1987|20MICRONS|20MICRONS
14|20TH CENTURY FINANCE CORPN. LTD. [MERGED]|020102000000|Private (Indian)|0102031500000000|Other asset financing services|1979|20THCENFIN|20TH CENTURY
113|A A A TECHNOLOGIES LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|2000|AAATECH|NA
289|A B C INDIA LTD.|020101020442|TCI-Bhoruka Group|0101040509000000|Transport logistics services|1972|NA|ABCINDQ
301|A B C O PLASTICS LTD.|020102000000|Private (Indian)|0101012045400000|Plastic furniture, floorings & miscellaneous items|1994|NA|ABCO PLASTIC
363|STARLOG ENTERPRISES LTD.|020101030131|ABG Group|0101041510000000|Business services & consultancy|1983|ABGHEAVY|STARLOG
365|A B G SHIPYARD LTD.|020101030131|ABG Group|0101014590000000|Other transport equipment & ancillaries|1985|ABGSHIP|ABGSHIP
400|A B L BIOTECHNOLOGIES LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1992|NA|ABLBIO
414|A B M INTERNATIONAL LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1983|ABMINTLLTD|NA
415|A B M KNOWLEDGEWARE LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1993|NA|ABMKNO
443|A B N GRANITES LTD.|020102000000|Private (Indian)|0101013025000000|Granite|1996|NA|ABN GRANTIES
612|A C E EDUTREND LTD.|020102000000|Private (Indian)|0101041517000000|Education|1993|NA|ACEEDU
621|A C E LABORATORIES LTD.|020101030109|A C E Laboratories Group|0101012030000000|Drugs & pharmaceuticals|1996|ACELAB|ACE LAB.
641|A C E STONECRAFT LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1992|NA|ACE STONECRA
666|A C I INFOCOM LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1982|NA|ACIIN
771|CEINSYS TECH LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1998|NA|CEINSYSTECH
783|A D F FOODS LTD.|020102000000|Private (Indian)|0101011101701000|Processed foods|1990|ADFFOODS|ADFFOODS
830|A D S DIAGNOSTIC LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1984|NA|ADSDIAG
867|A E C (INDIA) LTD.|020102000000|Private (Indian)|0101060201000000|Industrial construction|1982|AEC|AEC
871|A E C ENTERPRISES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1996|NA|AECENTP
912|A F ENTERPRISES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1983|NA|AFEL
934|APEEJAY TEA LTD. [MERGED]|020101030138|Apeejay Group|0101011101050000|Tea|1977|ASSAMFRONT|APEEJAYT
1034|A G S INFOTECH LTD.|020101031133|Wockhardt Group|0101040801000000|Computer software|1996|NA|AGSINFO
1120|A I A ENGINEERING LTD.|020101030111|A I A Engineering Group|0101013501150000|Castings & forgings|1991|AIAENG|AIAENG
1144|A INFRASTRUCTURE LTD.|020101020232|Kanoria Group|0101013090000000|Other construction materials|1980|NA|AINFRA
1159|A J BROTHERS LTD.|020102000000|Private (Indian)|0101041590000000|Other miscellaneous services|1980|NA|AJBRO
1315|A K C SYNTHETICS LTD.|020102000000|Private (Indian)|0101011505000000|Cloth|1985|NA|AKC SYNTHET.
1317|A K CAPITAL SERVICES LTD.|020102000000|Private (Indian)|0102059000000000|Other fee based financial services|1993|NA|AKCAPIT
1372|A K G ACOUSTICS (INDIA) LTD.|020202000000|Private (Foreign)|0101040401000000|Wholesale trading|1996|AKGACOUST|AKG ACCOUST
1464|S M S TECHSOFT (INDIA) LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1995|NA|SMSTECH
1570|A K S CREDITS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1991|NA|AKC CREDITS
1621|A K SPINTEX LTD.|020102000000|Private (Indian)|0101011505000000|Cloth|1994|NA|AKSPINTEX
1624|A K STRUCTURAL FOAM LTD. [MERGED]|020101020445|Taparia Group|0101043500000000|Diversified non-financial services|1983|NA|NA
1792|ANDHRA MECHANICAL & ELECTRICAL INDS. LTD.|020102000000|Private (Indian)|0101014005050000|Generators, transformers & switchgears|1967|NA|AMEI POWER
1827|A M I COMPUTERS (I) LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1990|NA|AMICOMP
2015|A N G INDUSTRIES LTD.|020102000000|Private (Indian)|0101014502059000|Other automobile ancillaries|1991|ANGIND|ANGIND
2021|A N GLOBAL LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1985|NA|SILVANIA CIN
2080|A N S INDS. LTD.|020102000000|Private (Indian)|0101060209000000|Other construction & allied activities|1994|NA|ANSINDUS
2248|A P M INDUSTRIES LTD.|020101030906|Rajgarhia Group|0101011510000000|Man-made filaments & fibres|1973|NA|APMIN
2384|SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.|020202000000|Private (Foreign)|0101014010900000|Other electronics|1984|NA|SEPSL
2448|A R C FINANCE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1982|NA|ARCFIN
2513|A R I CONSOLIDATED INVSTS. PVT. LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1943|NA|ARICONS
2566|A R M POLYMERS LTD.|020102000000|Private (Indian)|0101012045100000|Plastic packaging goods|1980|NA|ARM POLYMERS
2717|DISH T V INDIA LTD.|020101030316|Essel Group|0101041520050000|Media-broadcasting|1988|DISHTV|DISHTV
2773|ANIL SPECIAL STEEL INDS. LTD.|020101030940|Satya Group|0101013501100000|Steel|1968|ASILIND|ANILSPL
2842|A S M TECHNOLOGIES LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1992|NA|ASMTEC
2885|A S R AGRO LTD.|020102000000|Private (Indian)|0101011150000000|Other agricultural products|1994|NA|ASR AGRO LTD
2898|A S ROTOTECH LTD.|020102000000|Private (Indian)|0101015001050000|Paper & newsprint|1984|NA|AS ROTOTEC(P
3005|A T E TRADING & MFG. CO. LTD. [MERGED]|020202000000|Private (Foreign)|0101040401000000|Wholesale trading|1980|NA|A T ETRD MFG
3052|A T N INTERNATIONAL LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1983|ATNINTER|ATNINTER
3083|A T V PROJECTS INDIA LTD.|020101030104|ATV Group|0101060201000000|Industrial construction|1987|ATVPROJ|ATVPR
3149|TAVERNIER RESOURCES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1994|NA|TAVERNIER
3184|A V I EXPORT (INDIA) LTD.|020101030105|AVI Group|0101040401000000|Wholesale trading|1994|NA|AVI EXPORT
3189|A V I INDUSTRIES LTD.|020101030105|AVI Group|0101011101200000|Vegetable oils & products|1992|NA|AVI INDUST.
3194|A V I PRODUCTS INDIA LTD.|020102000000|Private (Indian)|0101040405000000|Retail trading|1989|NA|APIL
3196|A V I POLYMERS LTD.|020101030453|Gujarat Telephone Cables Group|0101040401000000|Wholesale trading|1993|NA|AVI
3303|ZENITH STEEL TUBES & INDS. LTD.|020102000000|Private (Indian)|0101013501200000|Steel pipes & tubes|1984|NA|ZENITHSTL
3335|A V T NATURAL PRODUCTS LTD.|020101030102|A.V. Thomas Group|0101011150000000|Other agricultural products|1986|AVTNPL|AVTNPL
3458|AACHAL ALLOYS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1983|NA|AACHAL ALLOY
3624|AAKAR ENGINEERING & MFG. CO. LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1992|NA|AAKARENG
3704|PRISM INFORMATICS LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1983|NA|PRISMINFO
3737|JAINEX AAMCOL LTD.|020102000000|Private (Indian)|0101014001150000|Machine tools|1947|NA|JAINEX
3768|AANKIT GRANITES LTD.|020102000000|Private (Indian)|0101013025000000|Granite|1989|NA|AANKITG
3821|AAR SHYAM (INDIA) INVST. CO. LTD.|020101010803|Modi Krishan Kumar Group|0102040000000000|Other fund based financial services|1983|NA|AARSHYAM
3889|AAREY DRUGS & PHARMACEUTICALS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1990|AAREYDRUGS|AREYDRG
3972|AARTECH SOLONICS LTD.|020102000000|Private (Indian)|0101014010900000|Other electronics|1982|NA|AARTECH
3990|AARTI DRUGS LTD.|020101030118|Alchemie Group|0101012030000000|Drugs & pharmaceuticals|1984|AARTIDRUGS|AARTIDRUGS
3998|AARTI INDUSTRIES LTD.|020101030118|Alchemie Group|0101012090000000|Other chemical products|1984|AARTIIND|AARTIIND
4024|AARVEE DENIMS & EXPORTS LTD.|020102000000|Private (Indian)|0101011505000000|Cloth|1988|AARVEEDEN|AARVEEDEN
4030|AARVI ENCON LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1987|AARVI|NA
4053|AASHEESH SECURITIES LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1997|NA|AASHEESH
4056|AASHI INDUSTRIES LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1991|NA|AASHI IND.
4132|AASWA TRADING & EXPORTS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1984|NA|ASWTR
4210|ABACUS COMPUTERS LTD.|020102000000|Private (Indian)|0101060209000000|Other construction & allied activities|1983|NA|ABACUS
4253|ABAN OFFSHORE LTD.|020101030107|Aban Loyd Group|0101060201000000|Industrial construction|1986|ABAN|ABAN
4286|PHARMACIA HEALTHCARE LTD. [MERGED]|020202000000|Private (Foreign)|0101012030000000|Drugs & pharmaceuticals|1946|PHARMACIA|PHARMACIA
4320|ABEE INFO-CONSUMABLES LTD.|020102000000|Private (Indian)|0101014010010000|Computers, peripherals & storage devices|1992|NA|ABEEINF
4483|ABHIJIT TRADING CO. LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1982|NA|ABHIJIT
4581|ABHINAV CAPITAL SERVICES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|ABHICAP
4589|ABHINAV LEASING & FINANCE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1984|NA|ALFL
4671|RADICO KHAITAN LTD.|020101030902|Radico (Gajanan Khaitan) Group|0101011101300000|Alcoholic beverages|1983|RADICO|RADICO
4680|ABHISHEK CORPORATION LTD.|020102000000|Private (Indian)|0101043500000000|Diversified non-financial services|1993|ABHISHEK|ABHISHEK
4709|TRIDENT LTD.|020101031036|Trident Group|0101011590000000|Other textiles|1990|TRIDENT|TRIDENT
4730|ABHISHEK SPINFAB CORPN. LTD. [MERGED]|020101031036|Trident Group|0101011590000000|Other textiles|1995|NA|ABHISHEK SP.
4831|ABIRAMI FINANCIAL SERVICES (INDIA) LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1993|NA|ABIRAFN
5003|INSPIRISYS SOLUTIONS LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1995|INSPIRISYS|INSPIRISYS
5173|ACCURATE EXPORTS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1988|NA|ACCUEXPO
5206|ACCURATE TRANSFORMERS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1988|NA|ACCURATE
5284|ACE SOFTWARE EXPORTS LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1994|NA|ACESOFT
5389|ACHYUT HEALTHCARE LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1996|NA|ACHYUT
5396|ACKNIT INDUSTRIES LTD.|020102000000|Private (Indian)|0101011520000000|Readymade garments|1990|NA|ACKNIT
5417|PROVOGUE (INDIA) LTD.|020101030867|Provogue Group|0101011520000000|Readymade garments|1997|PROVOGE|PROVOGE
5435|ACME FLUORO POLYMERS LTD.|020102000000|Private (Indian)|0101012040000000|Polymers|1988|NA|ACME FLURO P
5445|ACME INDUSTRIES LTD.|020102000000|Private (Indian)|0101015090000000|Miscellaneous manufactured articles|1992|NA|ACME INDUST.
5478|ACME SPINNERS LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1992|NA|ACME SPINN.
5531|ACQUAINT EXPORTS LTD.|020102000000|Private (Indian)|0101043500000000|Diversified non-financial services|1993|NA|ACQUAINT EXP
5568|ACROW INDIA LTD.|020101012701|Gulabchand Doshi Group|0102040000000000|Other fund based financial services|1960|NA|ACROW
5574|ACRYSIL LTD.|020102000000|Private (Indian)|0101013015000000|Ceramic products|1987|ACRYSIL|ACRYSIL
5596|ACTION FINANCIAL SERVICES (INDIA) LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1992|NA|ACTIONFI
5674|ACUMEN TRADING & INVSTS. LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1985|NA|ZACUMTRD
5695|AD-MANUM FINANCE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1986|NA|ADMANUM
5715|ADAM COMSOF LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1990|NA|ADAMCO
5747|ADANI ENTERPRISES LTD.|020101020102|Adani Group|0101040401000000|Wholesale trading|1993|ADANIENT|ADANIENT
5757|ADANI POWER LTD.|020101020102|Adani Group|0110000000000000|Diversified|1996|ADANIPOWER|ADANIPOWER
5759|ADANI WILMAR LTD.|020101020102|Adani Group|0101011101200000|Vegetable oils & products|1999|AWL|AWL
5791|ADARSH CHEMICALS & FERTILISERS LTD.|020102000000|Private (Indian)|0101012035000000|Organic chemicals|1957|ADARSHCHEM|ADARCHM
5802|VIKAS PROPPANT & GRANITE LTD.|020102000000|Private (Indian)|0101011150000000|Other agricultural products|1994|VIKASPROP|VIKASPROP
5838|ADARSH MERCANTILE LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1992|NA|ADARSH
5843|ADARSH PLANT PROTECT LTD.|020102000000|Private (Indian)|0101013501500000|Other ferrous metal products|1992|NA|ADARSHPL
5888|ADCON CAPITAL SERVICES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|ADCON
5907|ADD-LIFE PHARMA LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1991|NA|ADDLP
5921|ADDI INDUSTRIES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1980|NA|ADDIND
5994|ACIL COTTON INDS. LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1994|NA|ACIL
6011|ADHARSHILA CAPITAL SERVICES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1993|NA|ADHARSHILA
6016|ADHBHUT INFRASTRUCTURE LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1985|NA|ADHBHUTIN
6076|ADHUNIK SYNTHETICS LTD.|020101030106|Adhunik Group|0102040000000000|Other fund based financial services|1982|NA|ADHUSYN
6082|ADHUNIK YARNS LTD.|020101030106|Adhunik Group|0101040401000000|Wholesale trading|1987|NA|ADHUYRN
6097|GENPHARMASEC LTD.|020202000000|Private (Foreign)|0101040401000000|Wholesale trading|1992|NA|GENPHARMA
6136|ADINATH EXIM RESOURCES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1995|NA|ADIEXRE
6166|ADINATH TEXTILES LTD.|020101030950|Shreyans Group|0101041510000000|Business services & consultancy|1979|NA|ADINATH
6225|ADITHYA ALKALOIDS LTD.|020102000000|Private (Indian)|0101012001000000|Inorganic chemicals|1991|NA|ADITHY ALKAL
6226|BLUE CLOUD SOFTECH SOLUTIONS LTD.|020101030108|Aditya Group|0101040801000000|Computer software|1991|NA|BLUECLOUDS
6228|ADITYA EXPORTS PVT. LTD.|020101030108|Aditya Group|0101040401000000|Wholesale trading|1987|NA|ADITHYA EXP.
6318|ADITYA ELECTRO COMMUNICATIONS LTD.|020102000000|Private (Indian)|0101041520900000|Other recreational & allied services|1992|NA|ADITYA ELECT
6342|ADITYA FORGE LTD.|020102000000|Private (Indian)|0101013555000000|Diversified metal & metal products|1992|NA|ADTYFRG
6347|ARIS INTERNATIONAL LTD.|020102000000|Private (Indian)|0101043500000000|Diversified non-financial services|1995|NA|ARISINT
6348|ADITYA ISPAT LTD.|020102000000|Private (Indian)|0101013501100000|Steel|1990|NA|ADITYA
6364|ADITYA INTERNATIONAL LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1990|ADITYAINTL|ADITYAIN
6374|NITIN CASTINGS LTD.|020102000000|Private (Indian)|0101013501150000|Castings & forgings|1982|NA|NITINCAST
6376|ADITYA LIME INDS. LTD.|020102000000|Private (Indian)|0101020300000000|Minerals|1990|NA|ADITYA LIME
6385|ADITYA MILLS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1960|NA|ADITYA MILLS
6400|ADITYA POLYMERS LTD.|020102000000|Private (Indian)|0101012045100000|Plastic packaging goods|1985|NA|ADITYPL
6431|ADITYA SPINNERS LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1991|ADITYASPIN|ADITYASP
6456|ADITYA VISION LTD.|020102000000|Private (Indian)|0101040405000000|Retail trading|1999|NA|AVL
6484|RELIANCE MEDIAWORKS LTD.|020101010302|Reliance Group [Anil Ambani]|0102040000000000|Other fund based financial services|1987|RELMEDIA|RELMEDIA
6584|ADOR FONTECH LTD.|020101020104|Ador Group (Advani Oerlikon)|0101014005150000|Miscellaneous electrical machinery|1974|NA|ADORFO
6585|ADOR MULTIPRODUCTS LTD.|020101020104|Ador Group (Advani Oerlikon)|0101012501000000|Cosmetics, toiletries, soaps & detergents|1948|NA|ADORMUL
6589|ADOR TECHNOPAK LTD. [MERGED]|020101020104|Ador Group (Advani Oerlikon)|0101015001100000|Paper products|1993|NA|ADOR TECHNOP
6681|ADVAIT COMMERCIAL ENTERPRISES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|ADVAIT COMM.
6697|ADVANCE BIO-COAL (INDIA) LTD.|020102000000|Private (Indian)|0101020100000000|Coal & lignite|1994|NA|ADV.BIO-COAL
6767|ADVANCE MULTITECH LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1979|NA|ADVMULT
6773|ADVANCE PETROCHEMICALS LTD.|020102000000|Private (Indian)|0101012090000000|Other chemical products|1985|NA|ADVPETR-B
6793|ADVANCE SYNTEX LTD.|020102000000|Private (Indian)|0101012045050000|Plastic films & flexible packaging|1990|NA|ASYL
6819|ADVANCED ENZYME TECHNOLOGIES LTD.|020102000000|Private (Indian)|0101012090000000|Other chemical products|1989|ADVENZYMES|ADVENZYMES
6871|ADVANCED MICRONIC DEVICES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1994|NA|ADVNCMIC
6916|ADVANI HOTELS & RESORTS (INDIA) LTD.|020101030115|Advani Hotels (Ramada) Group|0101040101000000|Hotels & restaurants|1987|ADVANIHOTR|ADVANIHOTR
6923|ADOR WELDING LTD.|020101020104|Ador Group (Advani Oerlikon)|0101014005150000|Miscellaneous electrical machinery|1951|ADORWELD|ADORWELD
6926|ADVANTA LTD. [MERGED]|020101020150|Rajju Shroff Group|0101011150000000|Other agricultural products|1994|ADVANTA|ADVANTA
6953|ADVENT COMPUTER SERVICES LTD.|020202000000|Private (Foreign)|0101040801000000|Computer software|1984|NA|ADVENT
7002|ADVIK LABORATORIES LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1994|NA|ADVIKLA
7068|AEGIS LOGISTICS LTD.|020202000000|Private (Foreign)|0101041505000000|Storage & distribution|1956|AEGISCHEM|AEGISLOG
7077|LUDLOW JUTE & SPECIALITIES LTD.|020101020232|Kanoria Group|0101011590000000|Other textiles|1979|NA|LUDLOWJUT
7091|AEONIAN INVESTMENTS CO. LTD.|020102000000|Private (Indian)|0102031500000000|Other asset financing services|1981|NA|AEONIA
7203|AESCULAPIUS REMEDIES LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1983|NA|AESCULAP RMD
7294|AFTEK LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1986|AFTEK|AFTEK
7447|WAGEND INFRA VENTURE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1981|NA|WAGEND
7633|SHIRPUR GOLD REFINERY LTD.|020101030316|Essel Group|0102040000000000|Other fund based financial services|1984|SHIRPUR-G|SHIRPUR-G
7838|AGNI GREEN POWER LTD.|020102000000|Private (Indian)|0101030110000000|Renewable electricity|1995|AGNI|NA
8081|AGRI-MARINE EXPORTS LTD.|020102000000|Private (Indian)|0101011101702000|Marine foods|1985|NA|AGRMARI
8083|AGRI-TECH (INDIA) LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1993|AGRITECH|AGRITECH
8122|AGRIMAS CHEMICALS LTD.|020102000000|Private (Indian)|0101012020000000|Pesticides|1973|NA|AGRIMAS CHEM
8137|AGRITECH HATCHERIES & FOODS LTD.|020102000000|Private (Indian)|0101011150000000|Other agricultural products|1990|AGRIHATCH|AGRITEC HATC
8150|AGRO CHEM PUNJAB LTD.|020101030274|Dhillon Group|0102040000000000|Other fund based financial services|1984|NA|AGRO CHEM
8153|AGRO DUTCH INDS. LTD.|020102000000|Private (Indian)|0101011150000000|Other agricultural products|1992|AGRODUTCH|AGRODUTCH
8183|AGRO TECH FOODS LTD.|020202000000|Private (Foreign)|0101011101200000|Vegetable oils & products|1986|ATFL|ATFL
8184|AGRO TECH INDIA LTD.|020101030274|Dhillon Group|0101011101200000|Vegetable oils & products|1987|NA|AGRO TECH
8280|AHIMSA INDUSTRIES LTD.|020102000000|Private (Indian)|0101012040000000|Polymers|1996|AHIMSA|NA
8306|AHLCON PARENTERALS (INDIA) LTD.|020202000000|Private (Foreign)|0101012030000000|Drugs & pharmaceuticals|1992|NA|AHLCONQ
8312|AHLUWALIA CONTRACTS (INDIA) LTD.|020102000000|Private (Indian)|0101060201000000|Industrial construction|1979|AHLUCONT|AHLUCONT
8336|ADVANCE LIFESTYLES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1988|NA|ADVLIFE
8354|TORRENT POWER A E C LTD. [MERGED]|020101020454|Torrent Group|0101030105000000|Conventional electricity|1913|TORRENTAEC|TPAEC
8360|EXCEL CASTRONICS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1992|NA|EXCAST
8378|AHMEDABAD STEELCRAFT LTD.|020102000000|Private (Indian)|0101043500000000|Diversified non-financial services|1972|NA|AHMDSTE
8392|METALYST FORGINGS LTD.|020101030126|Amtek Group|0101013501150000|Castings & forgings|1977|METALFORGE|METALFORGE
8468|AHURA WELDING ELECTRODE MFRS. LTD.|020102000000|Private (Indian)|0101014005150000|Miscellaneous electrical machinery|1963|NA|AHURAWE
8523|AIMCO PESTICIDES LTD.|020102000000|Private (Indian)|0101012020000000|Pesticides|1987|AIMCOPEST|AIMCOPEST
8628|AIRAN LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1995|AIRAN|NA
8645|AIRCOMMAND AIRTECHNICS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1984|NA|AIRCOMM TECH
8646|AIRCOMMAND INDIA LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1986|NA|AIRCOM.INDIA
8893|AJANTA PHARMA LTD.|020101030114|Ajanta Pharma Group|0101012030000000|Drugs & pharmaceuticals|1979|AJANTPHARM|AJANTPHARM
8909|AJANTA SOYA LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1992|NA|AJANTSOY
8923|DHARM GROUP LTD.|020101020224|Jain Shudh Group|0101013501200000|Steel pipes & tubes|1973|NA|AJANTA TUBES
9001|AJAY ELECTRICAL INDS. LTD.|020102000000|Private (Indian)|0101012525900000|Other domestic appliances|1971|NA|NA
9167|AJCON GLOBAL SERVICES LTD.|020102000000|Private (Indian)|0102059000000000|Other fee based financial services|1986|NA|AJCON
9335|AJWA FUN WORLD & RESORT LTD.|020102000000|Private (Indian)|0101040101000000|Hotels & restaurants|1992|NA|AJWAFUN
9356|AFLOAT TEXTILE (INDIA) LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1977|AKAIMPEX|AKAIMPX
9395|OPTIEMUS INFRACOM LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1993|OPTIEMUS|OPTIEMUS
9424|AKAR LAMINATORS LTD.|020101030127|Akar Laminators Group|0101040401000000|Wholesale trading|1989|AKARLAMIN|AKARLAMIN
9427|AKAR POLYMATIK LTD. [MERGED]|020102000000|Private (Indian)|0101012045050000|Plastic films & flexible packaging|1991|NA|AKARPOLYMATI
9431|AKAR AUTO INDS. LTD.|020102000000|Private (Indian)|0101014001150000|Machine tools|1989|NA|AAIL
9455|AKASH AGENCIES LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1980|NA|AKASAGC
9457|AKASH AGRO INDS. LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1991|NA|AKASH AGRO
9503|AKASH HOUSING LTD. [MERGED]|020102000000|Private (Indian)|0101060101000000|Housing construction|1995|NA|AKASH HSG.
9505|AKASH INFRA-PROJECTS LTD.|020102000000|Private (Indian)|0101060203000000|Infrastructural construction|1999|AKASH|NA
9553|AKASHDEEP METAL INDS. LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1983|NA|AKASHDEEP
9632|AKHIL CERAMICS LTD.|020102000000|Private (Indian)|0101013015000000|Ceramic products|1988|NA|AKHIL CERAM.
9681|CORE EDUCATION & TECHNOLOGIES LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1985|COREEDUTEC|COREEDUTEC
9780|HUBTOWN LTD.|020101030147|Ackruti City Group|0101060209000000|Other construction & allied activities|1989|HUBTOWN|HUBTOWN
9793|AKSH OPTIFIBRE LTD.|020102000000|Private (Indian)|0101014005010000|Wires & cables|1986|AKSHOPTFBR|AKSHOPTFBR
10055|AL-AMANAT FINANCE & CAPITAL SERVICES LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1993|NA|AL-AMANAT FI
10131|ALACRITY ELECTRONICS LTD.|020102000000|Private (Indian)|0101014050000000|Diversified machinery|1992|NA|ALACRIEL
10133|ALACRITY HOUSING LTD.|020102000000|Private (Indian)|0101060101000000|Housing construction|1992|NA|ALACRIHS
10135|ALACRITY SECURITIES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|ALSL
10158|SAI JEEVADHARA FINANCE LTD.|020101030117|Alagendran Group|0102200000000000|Diversified financial services|1989|NA|SAIJEEV
10220|ALAN SCOTT INDS. LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|ALAN SCOTT
10229|ALANG INDUSTRIAL GASES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1995|NA|ALANGIND
10231|ALANG MARINE LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1987|NA|ALANGMR-B
10376|ALBERT DAVID LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1938|ALBERTDAVD|ALBERTDA
10397|RHODIA SPECIALTY CHEMICALS INDIA PVT. LTD.|020202000000|Private (Foreign)|0101012501000000|Cosmetics, toiletries, soaps & detergents|1965|ALBRMORARJ|RHODIA
10447|ALCHEMIE ORGANICS LTD. [MERGED]|020101030118|Alchemie Group|0101012020000000|Pesticides|1984|NA|ALCHEMIE ORG
10489|ALCOBEX METALS LTD.|020102000000|Private (Indian)|0101013505050000|Copper & copper products|1970|NA|ALCOBMT-B
10564|SHRENO LTD.|020101020108|Alembic Group|0101015003000000|Glass & glassware|1944|NA|ALEMBIGL
